entry,name,size_bytes,custom_closure
0x0802f1f0,FUN_0802f1f0,50,
0x0802f230,FUN_0802f230,6,
0x0802f240,FUN_0802f240,6,
0x0802f250,FUN_0802f250,34,
0x0802f280,FUN_0802f280,24,
0x0802f310,FUN_0802f310,558,
0x0802f560,FUN_0802f560,188,
0x0802f650,FUN_0802f650,46,
0x0802f6a0,FUN_0802f6a0,260,
0x0802f7d0,FUN_0802f7d0,490,
0x0802f9d0,FUN_0802f9d0,336,
0x0802fb30,FUN_0802fb30,224,
0x0802fc30,FUN_0802fc30,58,
0x0802fc80,FUN_0802fc80,4,
0x0802fc90,FUN_0802fc90,94,
0x0802fcf0,FUN_0802fcf0,112,
0x0802fd80,FUN_0802fd80,36,
0x0802fdb0,FUN_0802fdb0,700,yes
0x08030150,FUN_08030150,20,
0x08030170,FUN_08030170,56,yes
0x080301d0,FUN_080301d0,8,
0x080301e0,FUN_080301e0,32,
0x08030210,FUN_08030210,8,
0x08030220,FUN_08030220,32,
0x08030250,FUN_08030250,8,
0x08030260,FUN_08030260,20,
0x08030280,FUN_08030280,30,
0x080302b0,FUN_080302b0,24,yes
0x08030310,FUN_08030310,1034,
0x08030790,FUN_08030790,8202,yes
0x08032b90,FUN_08032b90,16,yes
0x08032bb0,FUN_08032bb0,960,yes
0x08033030,FUN_08033030,1672,
0x08033770,FUN_08033770,24,
0x08033790,FUN_08033790,16,
0x080337b0,FUN_080337b0,62,yes
0x08033820,FUN_08033820,434,yes
0x08033a40,FUN_08033a40,2424,yes
0x08034530,FUN_08034530,6,
0x08034540,FUN_08034540,232,
0x08034650,FUN_08034650,78,yes
0x080346d0,FUN_080346d0,92,
0x08034760,FUN_08034760,58,
0x080347d0,FUN_080347d0,92,
0x08034850,FUN_08034850,6,
0x08034860,FUN_08034860,22,
0x08034890,FUN_08034890,6,
0x080348a0,FUN_080348a0,30,
0x080348d0,FUN_080348d0,14,
0x080348f0,FUN_080348f0,14,
0x08034930,FUN_08034930,26,
0x08034950,FUN_08034950,22,
0x08034970,FUN_08034970,6,
0x08034980,FUN_08034980,6,
0x08034990,FUN_08034990,88,yes
0x08034a00,FUN_08034a00,72,
0x08034a50,FUN_08034a50,182,
0x08034b30,FUN_08034b30,8,
0x08034b40,FUN_08034b40,18,
0x08034b60,FUN_08034b60,8,
0x08034b70,FUN_08034b70,8,
0x08034b80,FUN_08034b80,8,
0x08034b90,FUN_08034b90,8,
0x08034ba0,FUN_08034ba0,8,
0x08034bb0,FUN_08034bb0,6,
0x08034bc0,FUN_08034bc0,16,
0x08034be0,FUN_08034be0,8,
0x08034bf0,FUN_08034bf0,8,
0x08034c00,FUN_08034c00,8,
0x08034c10,FUN_08034c10,8,
0x08034c20,FUN_08034c20,22,
0x08034c40,FUN_08034c40,20,
0x08034c60,FUN_08034c60,14,
0x08034c80,FUN_08034c80,6,
0x08034c90,FUN_08034c90,8,
0x08034ca0,FUN_08034ca0,14,
0x08034cc0,FUN_08034cc0,8,
0x08034cd0,FUN_08034cd0,12,
0x08034ce0,FUN_08034ce0,8,
0x08034cf0,FUN_08034cf0,16,
0x08034d10,FUN_08034d10,8,
0x08034d20,FUN_08034d20,8,
0x08034d30,FUN_08034d30,6,yes
0x08034d40,FUN_08034d40,8,
0x08034d50,FUN_08034d50,16,
0x08034d70,FUN_08034d70,16,
0x08034d90,FUN_08034d90,16,
0x08034db0,FUN_08034db0,24,
0x08034dd0,FUN_08034dd0,30,
0x08034e00,FUN_08034e00,14,yes
0x08034e20,FUN_08034e20,56,
0x08034e60,FUN_08034e60,54,
0x08034eb0,FUN_08034eb0,64,
0x08034f00,FUN_08034f00,82,
0x08034f70,FUN_08034f70,88,
0x08034fe0,FUN_08034fe0,106,
0x08035060,FUN_08035060,40,
0x08035090,FUN_08035090,16,
0x080350b0,FUN_080350b0,6,yes
0x080350c0,FUN_080350c0,6,
0x080350d0,FUN_080350d0,6,
0x080350e0,FUN_080350e0,42,
0x08035120,FUN_08035120,458,
0x08035320,FUN_08035320,82,
0x08035390,FUN_08035390,6,
0x080353a0,FUN_080353a0,8,
0x080353b0,FUN_080353b0,634,
0x080355c0,FUN_080355c0,34,
0x080355f0,FUN_080355f0,110,
0x08035680,FUN_08035680,6,
0x08035690,FUN_08035690,280,
0x080357d0,FUN_080357d0,164,
0x080358a0,FUN_080358a0,412,
0x08035a80,FUN_08035a80,8,
0x08035a90,FUN_08035a90,16,
0x08035ab0,FUN_08035ab0,16,
0x08035ad0,FUN_08035ad0,8,
0x08035ae0,FUN_08035ae0,200,
0x08035bc0,FUN_08035bc0,28,
0x08035bf4,FUN_08035bf4,194,
0x08035cf0,FUN_08035cf0,222,
0x08035e20,FUN_08035e20,74,
0x08035f00,FUN_08035f00,722,yes
0x08036230,FUN_08036230,118,yes
0x08036300,FUN_08036300,116,
0x08036380,FUN_08036380,6,
0x08036390,FUN_08036390,6,
0x080363a0,FUN_080363a0,6,
0x080363b0,FUN_080363b0,6,
0x080363c0,FUN_080363c0,6,
0x08036400,FUN_08036400,130,
0x080364a0,FUN_080364a0,1076,yes
0x080369b0,FUN_080369b0,54,
0x08036a00,FUN_08036a00,28,
0x08036a30,FUN_08036a30,48,
0x08036a70,FUN_08036a70,28,
0x08036aa0,FUN_08036aa0,230,
0x08036b90,FUN_08036b90,904,
0x08036f80,FUN_08036f80,226,
0x080370a0,FUN_080370a0,886,
0x08037490,FUN_08037490,48,
0x080374d0,FUN_080374d0,28,
0x08037500,FUN_08037500,186,yes
0x080375f0,FUN_080375f0,978,
0x08037a40,FUN_08037a40,28,
0x08037a70,FUN_08037a70,48,
0x08037ab0,FUN_08037ab0,102,
0x08037b40,FUN_08037b40,28,
0x08037b70,FUN_08037b70,166,
0x08037c40,FUN_08037c40,112,
0x08037cd6,FUN_08037cd6,92,
0x08037d50,FUN_08037d50,240,
0x08037ef0,FUN_08037ef0,48,
0x08037f30,FUN_08037f30,148,
0x08038010,FUN_08038010,2122,
0x08038a30,FUN_08038a30,582,yes
0x08038d00,FUN_08038d00,666,yes
0x08038fe0,FUN_08038fe0,1434,yes
0x080396d8,FUN_080396d8,60,yes
0x08039740,FUN_08039740,102,
0x08039760,FUN_08039760,10,
0x08039780,FUN_08039780,118,yes
0x08039850,FUN_08039850,6,
0x08039860,FUN_08039860,6,
0x08039870,FUN_08039870,42,
0x080398b0,FUN_080398b0,86,
0x08039970,FUN_08039970,42,
0x080399b0,FUN_080399b0,192,
0x08039a90,FUN_08039a90,46,
0x08039af0,FUN_08039af0,50,
0x08039b30,FUN_08039b30,84,
0x08039b90,FUN_08039b90,98,
0x08039c00,FUN_08039c00,88,
0x08039c40,FUN_08039c40,228,
0x08039d50,FUN_08039d50,78,
0x08039db0,FUN_08039db0,174,
0x08039e60,FUN_08039e60,94,
0x08039ec0,FUN_08039ec0,136,
0x08039f50,FUN_08039f50,46,
0x08039f80,FUN_08039f80,80,
0x08039fd0,FUN_08039fd0,92,
0x0803a030,FUN_0803a030,86,
0x0803a090,FUN_0803a090,210,
0x0803a170,FUN_0803a170,64,
0x0803a1b0,FUN_0803a1b0,66,
0x0803a200,FUN_0803a200,188,
0x0803a2c0,FUN_0803a2c0,216,
0x0803a3a0,FUN_0803a3a0,110,
0x0803a410,FUN_0803a410,208,
0x0803a4e0,FUN_0803a4e0,220,
0x0803a5c0,FUN_0803a5c0,48,
0x0803a5f0,FUN_0803a5f0,34,
0x0803a620,FUN_0803a620,58,
0x0803a660,FUN_0803a660,336,
0x0803a7b0,FUN_0803a7b0,120,
0x0803a830,FUN_0803a830,118,
0x0803a8b0,FUN_0803a8b0,186,
0x0803a970,FUN_0803a970,832,
0x0803acd0,FUN_0803acd0,468,
0x0803aeb0,FUN_0803aeb0,112,
0x0803af40,FUN_0803af40,32,
0x0803af70,FUN_0803af70,36,
0x0803b350,FUN_0803b350,952,
0x0803b370,FUN_0803b370,34,
0x0803b3a0,FUN_0803b3a0,28,
0x0803b3c0,FUN_0803b3c0,186,
0x0803b480,FUN_0803b480,944,
0x0803b830,FUN_0803b830,14,
0x0803b850,FUN_0803b850,34,
0x0803b880,FUN_0803b880,14,yes
0x0803b8a0,FUN_0803b8a0,86,
0x0803b8d0,FUN_0803b8d0,128,
0x0803b960,FUN_0803b960,12,
0x0803b970,FUN_0803b970,76,
0x0803b9d0,FUN_0803b9d0,24,
0x0803b9f0,FUN_0803b9f0,36,
0x0803ba20,FUN_0803ba20,4,
0x0803ba30,FUN_0803ba30,18,
0x0803ba50,FUN_0803ba50,88,
0x0803bab0,FUN_0803bab0,106,
0x0803bb20,FUN_0803bb20,26,
0x0803bb40,FUN_0803bb40,316,
0x0803bc80,FUN_0803bc80,44,
0x0803bcb0,FUN_0803bcb0,54,
0x0803bcf0,FUN_0803bcf0,124,
0x0803bd70,FUN_0803bd70,128,
0x0803be00,FUN_0803be00,22,
0x0803be20,FUN_0803be20,46,
0x0803be70,FUN_0803be70,86,
0x0803bed0,FUN_0803bed0,246,
0x0803bfe0,FUN_0803bfe0,1710,
0x0803c6b0,FUN_0803c6b0,790,yes
0x0803ca40,FUN_0803ca40,164,yes
0x0803cb50,FUN_0803cb50,68,
0x0803cba0,FUN_0803cba0,64,
0x0803cbf0,FUN_0803cbf0,94,
0x0803cc60,FUN_0803cc60,26,
0x0803cc80,FUN_0803cc80,72,
0x0803ccd0,FUN_0803ccd0,32,
0x0803cd00,FUN_0803cd00,20,
0x0803cd20,FUN_0803cd20,22,
0x0803cd40,FUN_0803cd40,146,
0x0803cde0,FUN_0803cde0,22,
0x0803ce00,FUN_0803ce00,88,
0x0803ce60,FUN_0803ce60,16,
0x0803ce70,FUN_0803ce70,12,
0x0803ce80,FUN_0803ce80,12,
0x0803ce90,FUN_0803ce90,26,
0x0803ceb0,FUN_0803ceb0,24,
0x0803ced0,FUN_0803ced0,8,
0x0803cee0,FUN_0803cee0,218,
0x0803d010,FUN_0803d010,82,
0x0803d070,FUN_0803d070,20,
0x0803d090,FUN_0803d090,64,
0x0803d0d0,FUN_0803d0d0,126,
0x0803d160,FUN_0803d160,14,
0x0803d180,FUN_0803d180,6,
0x0803d190,thunk_FUN_0803d160,4,
0x0803d1a0,FUN_0803d1a0,6,
0x0803d1b0,FUN_0803d1b0,18,yes
0x0803d1d0,FUN_0803d1d0,12,yes
0x0803d1e0,FUN_0803d1e0,6,yes
0x0803d1f0,FUN_0803d1f0,58,yes
0x0803d230,FUN_0803d230,36,yes
0x0803d260,FUN_0803d260,112,yes
0x0803d2e0,FUN_0803d2e0,58,
0x0803d320,FUN_0803d320,58,yes
0x0803d360,FUN_0803d360,54,
0x0803d3a0,FUN_0803d3a0,20,
0x0803d3c0,FUN_0803d3c0,20,
0x0803d3e0,FUN_0803d3e0,20,
0x0803d400,FUN_0803d400,20,
0x0803d420,FUN_0803d420,20,
0x0803d440,FUN_0803d440,48,
0x0803d480,FUN_0803d480,12,
0x0803d490,FUN_0803d490,46,
0x0803d4c0,FUN_0803d4c0,388,
0x0803d680,FUN_0803d680,136,
0x0803d720,FUN_0803d720,4,
0x0803d730,FUN_0803d730,22,
0x0803d750,FUN_0803d750,22,
0x0803d770,FUN_0803d770,110,
0x0803d7f0,FUN_0803d7f0,126,
0x0803d880,FUN_0803d880,122,
0x0803d910,FUN_0803d910,98,
0x0803d980,FUN_0803d980,80,
0x0803d9d0,FUN_0803d9d0,14,
0x0803d9e0,FUN_0803d9e0,18,
0x0803da00,FUN_0803da00,14,
0x0803da10,FUN_0803da10,18,
0x0803da30,FUN_0803da30,32,
0x0803da50,FUN_0803da50,32,
0x0803da70,FUN_0803da70,36,
0x0803daa0,FUN_0803daa0,20,
0x0803dac0,FUN_0803dac0,22,
0x0803dae0,FUN_0803dae0,22,
0x0803db00,FUN_0803db00,4,
0x0803db10,FUN_0803db10,20,
0x0803db30,FUN_0803db30,8,
0x0803db40,FUN_0803db40,14,
0x0803db50,FUN_0803db50,18,
0x0803db70,FUN_0803db70,18,
0x0803db90,FUN_0803db90,18,
0x0803dbb0,FUN_0803dbb0,58,
0x0803dbf0,FUN_0803dbf0,6,yes
0x0803dc00,FUN_0803dc00,6,yes
0x0803dc10,FUN_0803dc10,6,yes
0x0803dc20,FUN_0803dc20,10,yes
0x0803dc30,FUN_0803dc30,10,
0x0803dc40,FUN_0803dc40,354,
0x0803ddf0,FUN_0803ddf0,134,
0x0803de80,FUN_0803de80,14,
0x0803de90,FUN_0803de90,126,
0x0803df20,FUN_0803df20,60,
0x0803df60,FUN_0803df60,60,
0x0803dfa0,FUN_0803dfa0,52,
0x0803dfe0,FUN_0803dfe0,80,
0x0803e0a0,FUN_0803e0a0,72,
0x0803e0f0,FUN_0803e0f0,198,
0x0803e1e0,FUN_0803e1e0,138,
0x0803e280,FUN_0803e280,180,
0x0803e340,FUN_0803e340,180,
0x0803e400,FUN_0803e400,180,
0x0803e4c0,thunk_FUN_0803f1c0,4,
0x0803e4d0,FUN_0803e4d0,242,
0x0803e5e0,FUN_0803e5e0,184,
0x0803e6a0,FUN_0803e6a0,240,
0x0803e7b0,FUN_0803e7b0,812,
0x0803eb10,FUN_0803eb10,44,
0x0803eb40,FUN_0803eb40,166,
0x0803ebf0,FUN_0803ebf0,388,
0x0803ed80,FUN_0803ed80,508,
0x0803efc0,FUN_0803efc0,434,
0x0803f1c0,FUN_0803f1c0,298,
0x0803f310,FUN_0803f310,422,
0x0803f500,FUN_0803f500,282,
0x0803f620,FUN_0803f620,446,
0x0803f820,FUN_0803f820,1386,
0x0803fe20,FUN_0803fe20,604,
0x080400c0,FUN_080400c0,6,
0x080400d0,FUN_080400d0,226,
0x080401e0,FUN_080401e0,1614,
0x08040850,FUN_08040850,114,
0x080408e0,FUN_080408e0,4,
0x080408f0,FUN_080408f0,6,
0x08040900,FUN_08040900,26,
0x08040920,FUN_08040920,6,
0x08040930,FUN_08040930,180,
0x080409f0,FUN_080409f0,26,
0x08040a00,FUN_08040a00,8,
0x08040a10,FUN_08040a10,12,
0x08040a20,FUN_08040a20,94,
0x08040a80,FUN_08040a80,6,
0x08040a90,FUN_08040a90,10,
0x08040aa0,FUN_08040aa0,10,
0x08040ab0,FUN_08040ab0,1366,yes
0x08041030,FUN_08041030,214,yes
0x08041110,FUN_08041110,160,
0x080411b0,FUN_080411b0,8,yes
0x080411c0,FUN_080411c0,8,yes
0x080411d0,FUN_080411d0,12,
0x08041220,FUN_08041220,80,
0x08041290,FUN_08041290,186,
0x08041350,FUN_08041350,122,
0x080413d0,FUN_080413d0,102,
0x08041440,FUN_08041440,56,
0x08041480,FUN_08041480,3538,
0x08042420,FUN_08042420,6,
0x08042450,FUN_08042450,162,
0x08042510,FUN_08042510,118,
0x080426a0,FUN_080426a0,4,
0x080426b0,FUN_080426b0,282,
0x080426d0,FUN_080426d0,306,
0x08042820,FUN_08042820,3204,yes
0x08044360,FUN_08044360,416,
0x08045a30,FUN_08045a30,110,yes
0x08045aa0,FUN_08045aa0,28,yes
0x08045ac0,FUN_08045ac0,284,
0x08045be0,FUN_08045be0,3686,
0x08046ad0,FUN_08046ad0,146,yes
0x08046b70,FUN_08046b70,508,yes
0x08046d80,FUN_08046d80,162,
0x08046e30,FUN_08046e30,1330,
0x08047370,FUN_08047370,48,
0x080473a0,FUN_080473a0,416,
0x08047550,FUN_08047550,22,
0x08047580,FUN_08047580,8,
0x08047590,FUN_08047590,4,yes
0x080475c0,FUN_080475c0,60,
0x08047640,FUN_08047640,76,
0x08047690,FUN_08047690,18,
0x080476b0,FUN_080476b0,138,
0x08047740,FUN_08047740,154,
0x080477e0,FUN_080477e0,64,
0x08047820,FUN_08047820,96,
0x08047880,FUN_08047880,18,
0x080478a0,FUN_080478a0,322,
0x080479f0,FUN_080479f0,154,
0x08047a90,FUN_08047a90,210,
0x08047b70,FUN_08047b70,58,
0x08047bb0,FUN_08047bb0,310,
0x08047cf0,FUN_08047cf0,90,
0x08047d50,FUN_08047d50,194,
0x08047e20,FUN_08047e20,186,
0x08047ee0,FUN_08047ee0,92,
0x08047f40,FUN_08047f40,70,
0x08047f90,FUN_08047f90,100,
0x08048000,FUN_08048000,12,
0x08048010,FUN_08048010,984,yes
0x080483f0,FUN_080483f0,96,
0x08048460,FUN_08048460,134,
0x080484f0,FUN_080484f0,58,
0x08048540,FUN_08048540,376,
0x080486c0,thunk_FUN_08048540,4,
0x080486d0,FUN_080486d0,430,
0x08048890,thunk_FUN_080486d0,4,
0x080488a0,FUN_080488a0,248,yes
0x080489a0,FUN_080489a0,128,
0x08048a20,FUN_08048a20,58,
0x08048a60,FUN_08048a60,124,
0x08048ae0,FUN_08048ae0,118,
0x08048ee2,FUN_08048ee2,8,
0x0804ff5c,FUN_0804ff5c,78,
0x080505a6,FUN_080505a6,4,
